"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005977","BP","GO:0005977","glycogen metabolic process","1/117","73/18800",0.366569973539408,0.562848474800709,0.477903876656881,"IGF1",1
"GO:0043462","BP","GO:0043462","regulation of ATP-dependent activity","1/117","73/18800",0.366569973539408,0.562848474800709,0.477903876656881,"MCM2",1
"GO:0045123","BP","GO:0045123","cellular extravasation","1/117","73/18800",0.366569973539408,0.562848474800709,0.477903876656881,"CCL25",1
"GO:0150076","BP","GO:0150076","neuroinflammatory response","1/117","73/18800",0.366569973539408,0.562848474800709,0.477903876656881,"IGF1",1
"GO:0044089","BP","GO:0044089","positive regulation of cellular component biogenesis","4/117","494/18800",0.369666791998843,0.564598492649343,0.479389783346736,"CAV1/PLK4/SDC1/SPAG5",4
"GO:0072503","BP","GO:0072503","cellular divalent inorganic cation homeostasis","4/117","494/18800",0.369666791998843,0.564598492649343,0.479389783346736,"CAV1/CD38/HERPUD1/HSP90B1",4
"GO:0000271","BP","GO:0000271","polysaccharide biosynthetic process","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"IGF1",1
"GO:0006073","BP","GO:0006073","cellular glucan metabolic process","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"IGF1",1
"GO:0044042","BP","GO:0044042","glucan metabolic process","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"IGF1",1
"GO:0045669","BP","GO:0045669","positive regulation of osteoblast differentiation","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"IGF1",1
"GO:0046470","BP","GO:0046470","phosphatidylcholine metabolic process","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"PLAAT2",1
"GO:0051298","BP","GO:0051298","centrosome duplication","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"PLK4",1
"GO:1901568","BP","GO:1901568","fatty acid derivative metabolic process","1/117","74/18800",0.370527431386147,0.564598492649343,0.479389783346736,"OXCT2",1
"GO:0006753","BP","GO:0006753","nucleoside phosphate metabolic process","4/117","495/18800",0.371083202664696,0.564598492649343,0.479389783346736,"IGF1/RRM2/TK1/TYMS",4
"GO:0051223","BP","GO:0051223","regulation of protein transport","4/117","495/18800",0.371083202664696,0.564598492649343,0.479389783346736,"CD38/CDK1/DERL3/IGF1",4
"GO:0071902","BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","2/117","208/18800",0.372110757265929,0.565530393138664,0.480181042231576,"CCNB1/CDC6",2
"GO:0010038","BP","GO:0010038","response to metal ion","3/117","351/18800",0.373705521223526,0.565530393138664,0.480181042231576,"CAV1/CDK1/SDC1",3
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"CAV1",1
"GO:0045685","BP","GO:0045685","regulation of glial cell differentiation","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"CDK1",1
"GO:0050848","BP","GO:0050848","regulation of calcium-mediated signaling","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"IGF1",1
"GO:0051865","BP","GO:0051865","protein autoubiquitination","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"UBE2T",1
"GO:0070227","BP","GO:0070227","lymphocyte apoptotic process","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"AURKB",1
"GO:0071230","BP","GO:0071230","cellular response to amino acid stimulus","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"XBP1",1
"GO:0086003","BP","GO:0086003","cardiac muscle cell contraction","1/117","75/18800",0.374460374381331,0.565530393138664,0.480181042231576,"CAV1",1
"GO:0001937","BP","GO:0001937","negative regulation of endothelial cell proliferation","1/117","76/18800",0.378368953083461,0.568634483776859,0.482816666233246,"CAV1",1
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","1/117","76/18800",0.378368953083461,0.568634483776859,0.482816666233246,"ACOXL",1
"GO:0008344","BP","GO:0008344","adult locomotory behavior","1/117","76/18800",0.378368953083461,0.568634483776859,0.482816666233246,"UCHL1",1
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","1/117","76/18800",0.378368953083461,0.568634483776859,0.482816666233246,"PYCR1",1
"GO:0034121","BP","GO:0034121","regulation of toll-like receptor signaling pathway","1/117","76/18800",0.378368953083461,0.568634483776859,0.482816666233246,"CAV1",1
"GO:0072089","BP","GO:0072089","stem cell proliferation","1/117","76/18800",0.378368953083461,0.568634483776859,0.482816666233246,"CCNE1",1
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","2/117","211/18800",0.378781972293084,0.568790873565716,0.482949453812338,"IGF1/XBP1",2
"GO:0006457","BP","GO:0006457","protein folding","2/117","212/18800",0.38099931536512,0.57028229890144,0.48421579454452,"HSP90B1/TXNDC5",2
"GO:0032720","BP","GO:0032720","negative regulation of tumor necrosis factor production","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"IGF1",1
"GO:0045913","BP","GO:0045913","positive regulation of carbohydrate metabolic process","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"IGF1",1
"GO:0051149","BP","GO:0051149","positive regulation of muscle cell differentiation","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"IGF1",1
"GO:0055117","BP","GO:0055117","regulation of cardiac muscle contraction","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"CAV1",1
"GO:0086001","BP","GO:0086001","cardiac muscle cell action potential","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"CAV1",1
"GO:1903201","BP","GO:1903201","regulation of oxidative stress-induced cell death","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"PYCR1",1
"GO:1903363","BP","GO:1903363","negative regulation of cellular protein catabolic process","1/117","77/18800",0.382253317134371,0.57028229890144,0.48421579454452,"PBK",1
"GO:0006469","BP","GO:0006469","negative regulation of protein kinase activity","2/117","213/18800",0.383213383927109,0.57078951440923,0.484646461532752,"CAV1/UCHL1",2
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","2/117","213/18800",0.383213383927109,0.57078951440923,0.484646461532752,"BHLHA15/XBP1",2
"GO:0007422","BP","GO:0007422","peripheral nervous system development","1/117","78/18800",0.38611361526476,0.573254165889051,0.486739149972979,"CDK1",1
"GO:0007492","BP","GO:0007492","endoderm development","1/117","78/18800",0.38611361526476,0.573254165889051,0.486739149972979,"MIXL1",1
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","1/117","78/18800",0.38611361526476,0.573254165889051,0.486739149972979,"PYCR1",1
"GO:0010827","BP","GO:0010827","regulation of glucose transmembrane transport","1/117","78/18800",0.38611361526476,0.573254165889051,0.486739149972979,"IGF1",1
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","2/117","215/18800",0.387631517819141,0.574778175617884,0.488033157490241,"SCD/XBP1",2
"GO:0006473","BP","GO:0006473","protein acetylation","2/117","216/18800",0.38983549498537,0.574778175617884,0.488033157490241,"CHEK1/ESCO2",2
"GO:0016064","BP","GO:0016064","immunoglobulin mediated immune response","2/117","216/18800",0.38983549498537,0.574778175617884,0.488033157490241,"EXO1/IGLL5",2
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","2/117","216/18800",0.38983549498537,0.574778175617884,0.488033157490241,"HMGB3/TNFRSF13B",2
"GO:0014068","BP","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","1/117","79/18800",0.389949995299694,0.574778175617884,0.488033157490241,"IGF1",1
"GO:0030301","BP","GO:0030301","cholesterol transport","1/117","79/18800",0.389949995299694,0.574778175617884,0.488033157490241,"CAV1",1
"GO:0034637","BP","GO:0034637","cellular carbohydrate biosynthetic process","1/117","79/18800",0.389949995299694,0.574778175617884,0.488033157490241,"IGF1",1
"GO:0046323","BP","GO:0046323","glucose import","1/117","79/18800",0.389949995299694,0.574778175617884,0.488033157490241,"IGF1",1
"GO:1903556","BP","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","1/117","79/18800",0.389949995299694,0.574778175617884,0.488033157490241,"IGF1",1
"GO:0001570","BP","GO:0001570","vasculogenesis","1/117","80/18800",0.393762604164067,0.578545055280166,0.491231542977813,"CAV1",1
"GO:0001895","BP","GO:0001895","retina homeostasis","1/117","80/18800",0.393762604164067,0.578545055280166,0.491231542977813,"JCHAIN",1
"GO:0006029","BP","GO:0006029","proteoglycan metabolic process","1/117","80/18800",0.393762604164067,0.578545055280166,0.491231542977813,"IGF1",1
"GO:0006367","BP","GO:0006367","transcription initiation from RNA polymerase II promoter","1/117","80/18800",0.393762604164067,0.578545055280166,0.491231542977813,"SUB1",1
"GO:0007163","BP","GO:0007163","establishment or maintenance of cell polarity","2/117","219/18800",0.3964265523348,0.579946492315281,0.492421476364786,"CENPA/KIF2C",2
"GO:0019724","BP","GO:0019724","B cell mediated immunity","2/117","219/18800",0.3964265523348,0.579946492315281,0.492421476364786,"EXO1/IGLL5",2
"GO:0043583","BP","GO:0043583","ear development","2/117","219/18800",0.3964265523348,0.579946492315281,0.492421476364786,"CCNA2/MCM2",2
"GO:0051651","BP","GO:0051651","maintenance of location in cell","2/117","219/18800",0.3964265523348,0.579946492315281,0.492421476364786,"CAV1/HSP90B1",2
"GO:0071805","BP","GO:0071805","potassium ion transmembrane transport","2/117","219/18800",0.3964265523348,0.579946492315281,0.492421476364786,"CAV1/KCNN3",2
"GO:0006096","BP","GO:0006096","glycolytic process","1/117","81/18800",0.397551587888042,0.579946492315281,0.492421476364786,"IGF1",1
"GO:0010660","BP","GO:0010660","regulation of muscle cell apoptotic process","1/117","81/18800",0.397551587888042,0.579946492315281,0.492421476364786,"IGF1",1
"GO:0030512","BP","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/117","81/18800",0.397551587888042,0.579946492315281,0.492421476364786,"CAV1",1
"GO:0046209","BP","GO:0046209","nitric oxide metabolic process","1/117","81/18800",0.397551587888042,0.579946492315281,0.492421476364786,"CAV1",1
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","2/117","220/18800",0.398616474153351,0.581039532000252,0.493349555459204,"CCL25/IGF1",2
"GO:0071241","BP","GO:0071241","cellular response to inorganic substance","2/117","221/18800",0.400802779308769,0.581751783983079,0.493954314997497,"CCNA2/RAD51",2
"GO:0006757","BP","GO:0006757","ATP generation from ADP","1/117","82/18800",0.401317091612445,0.581751783983079,0.493954314997497,"IGF1",1
"GO:0008589","BP","GO:0008589","regulation of smoothened signaling pathway","1/117","82/18800",0.401317091612445,0.581751783983079,0.493954314997497,"TEDC2",1
"GO:0043242","BP","GO:0043242","negative regulation of protein-containing complex disassembly","1/117","82/18800",0.401317091612445,0.581751783983079,0.493954314997497,"TPX2",1
"GO:1901983","BP","GO:1901983","regulation of protein acetylation","1/117","82/18800",0.401317091612445,0.581751783983079,0.493954314997497,"CHEK1",1
"GO:2001021","BP","GO:2001021","negative regulation of response to DNA damage stimulus","1/117","82/18800",0.401317091612445,0.581751783983079,0.493954314997497,"POLQ",1
"GO:2001057","BP","GO:2001057","reactive nitrogen species metabolic process","1/117","82/18800",0.401317091612445,0.581751783983079,0.493954314997497,"CAV1",1
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","3/117","368/18800",0.402348021915916,0.582589138213132,0.494665296461592,"CAV1/SUB1/TTK",3
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","3/117","369/18800",0.404022713673121,0.582589138213132,0.494665296461592,"CAV1/CDC20/HERPUD1",3
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"IGF1",1
"GO:0032092","BP","GO:0032092","positive regulation of protein binding","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"CAV1",1
"GO:0032413","BP","GO:0032413","negative regulation of ion transmembrane transporter activity","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"CAV1",1
"GO:0033273","BP","GO:0033273","response to vitamin","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"TYMS",1
"GO:0045921","BP","GO:0045921","positive regulation of exocytosis","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"SDC1",1
"GO:0048678","BP","GO:0048678","response to axon injury","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"CDK1",1
"GO:0060395","BP","GO:0060395","SMAD protein signal transduction","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"SUB1",1
"GO:0090502","BP","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic","1/117","83/18800",0.405059259594139,0.582589138213132,0.494665296461592,"EXO1",1
"GO:0033157","BP","GO:0033157","regulation of intracellular protein transport","2/117","224/18800",0.407339599365367,0.584286281851016,0.496106308670207,"CDK1/DERL3",2
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","3/117","371/18800",0.407368207728738,0.584286281851016,0.496106308670207,"BIRC5/DHCR24/PTTG1",3
"GO:0010921","BP","GO:0010921","regulation of phosphatase activity","1/117","84/18800",0.408778235211357,0.584286281851016,0.496106308670207,"HSP90B1",1
"GO:0046785","BP","GO:0046785","microtubule polymerization","1/117","84/18800",0.408778235211357,0.584286281851016,0.496106308670207,"TPX2",1
"GO:0050672","BP","GO:0050672","negative regulation of lymphocyte proliferation","1/117","84/18800",0.408778235211357,0.584286281851016,0.496106308670207,"TNFRSF13B",1
"GO:0051899","BP","GO:0051899","membrane depolarization","1/117","84/18800",0.408778235211357,0.584286281851016,0.496106308670207,"CAV1",1
"GO:0097194","BP","GO:0097194","execution phase of apoptosis","1/117","84/18800",0.408778235211357,0.584286281851016,0.496106308670207,"TOP2A",1
"GO:1900182","BP","GO:1900182","positive regulation of protein localization to nucleus","1/117","84/18800",0.408778235211357,0.584286281851016,0.496106308670207,"CDK1",1
"GO:0008543","BP","GO:0008543","fibroblast growth factor receptor signaling pathway","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"SHCBP1",1
"GO:0009142","BP","GO:0009142","nucleoside triphosphate biosynthetic process","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"TYMS",1
"GO:0010657","BP","GO:0010657","muscle cell apoptotic process","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"IGF1",1
"GO:0032945","BP","GO:0032945","negative regulation of mononuclear cell proliferation","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"TNFRSF13B",1
"GO:0071229","BP","GO:0071229","cellular response to acid chemical","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"XBP1",1
"GO:0072384","BP","GO:0072384","organelle transport along microtubule","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"UCHL1",1
"GO:0098586","BP","GO:0098586","cellular response to virus","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"POU2AF1",1
"GO:2000106","BP","GO:2000106","regulation of leukocyte apoptotic process","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"AURKB",1
"GO:2000177","BP","GO:2000177","regulation of neural precursor cell proliferation","1/117","85/18800",0.412474160969013,0.585026910896727,0.496735162629944,"SHCBP1",1
